『央✯视』,#genre#
北京卫视,http://fjcm-2115.live.iptv.darwinchow.com/PLTV/88888888/224/3221227514/index.m3u8
北京卫视,http://fjcm-2117.live.iptv.darwinchow.com/PLTV/88888888/224/3221225826/index.m3u8
北京卫视,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221225826/index.m3u8
北京卫视,http://fjcm-2116.live.iptv.darwinchow.com/PLTV/88888888/224/3221227246/index.m3u8
北京卫视,http://fjcm-2115.live.iptv.darwinchow.com/PLTV/88888888/224/3221225826/index.m3u8
山东卫视,http://fjcm-2115.live.iptv.darwinchow.com/PLTV/88888888/224/3221225843/index.m3u8
山东卫视,http://fjcm-2116.live.iptv.darwinchow.com/PLTV/88888888/224/3221225843/index.m3u8
山东卫视,http://fjcm-2117.live.iptv.darwinchow.com/PLTV/88888888/224/3221225843/index.m3u8
山东卫视,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221225843/index.m3u8
天津卫视,http://fjcm-2117.live.iptv.darwinchow.com/PLTV/88888888/224/3221225830/index.m3u8
天津卫视,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221225830/index.m3u8
贵州卫视,http://fjcm-2117.live.iptv.darwinchow.com/PLTV/88888888/224/3221227201/index.m3u8
贵州卫视,http://fjcm-2117.live.iptv.darwinchow.com/PLTV/88888888/224/3221225838/index.m3u8
贵州卫视,http://fjcm-2116.live.iptv.darwinchow.com/PLTV/88888888/224/3221225838/index.m3u8
贵州卫视,http://fjcm-2115.live.iptv.darwinchow.com/PLTV/88888888/224/3221225838/index.m3u8
贵州卫视,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221225838/index.m3u8
四川卫视,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221225835/index.m3u8
四川卫视,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221227182/index.m3u8
四川卫视,http://fjcm-2115.live.iptv.darwinchow.com/PLTV/88888888/224/3221225835/index.m3u8
四川卫视,http://fjcm-2116.live.iptv.darwinchow.com/PLTV/88888888/224/3221225835/index.m3u8
四川卫视,http://fjcm-2117.live.iptv.darwinchow.com/PLTV/88888888/224/3221225835/index.m3u8
云南卫视,http://fjcm-2116.live.iptv.darwinchow.com/PLTV/88888888/224/3221225853/index.m3u8
云南卫视,http://fjcm-2116.live.iptv.darwinchow.com/PLTV/88888888/224/3221227181/index.m3u8
广西卫视,http://fjcm-2116.live.iptv.darwinchow.com/PLTV/88888888/224/3221225836/index.m3u8
广西卫视,http://fjcm-2117.live.iptv.darwinchow.com/PLTV/88888888/224/3221227250/index.m3u8
黑龙江卫视,http://fjcm-2116.live.iptv.darwinchow.com/PLTV/88888888/224/3221225862/index.m3u8
黑龙江卫视,http://fjcm-2115.live.iptv.darwinchow.com/PLTV/88888888/224/3221225836/index.m3u8
黑龙江卫视,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221225862/index.m3u8
黑龙江卫视,http://fjcm-2117.live.iptv.darwinchow.com/PLTV/88888888/224/3221225862/index.m3u8
安徽卫视,http://fjcm-2116.live.iptv.darwinchow.com/PLTV/88888888/224/3221225844/index.m3u8
安徽卫视,http://fjcm-2115.live.iptv.darwinchow.com/PLTV/88888888/224/3221227178/index.m3u8
安徽卫视,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221225844/index.m3u8
安徽卫视,http://fjcm-2117.live.iptv.darwinchow.com/PLTV/88888888/224/3221225844/index.m3u8
安徽卫视,http://fjcm-2115.live.iptv.darwinchow.com/PLTV/88888888/224/3221225844/index.m3u8
山西卫视,http://fjcm-2116.live.iptv.darwinchow.com/PLTV/88888888/224/3221225839/index.m3u8
山西卫视,http://fjcm-2117.live.iptv.darwinchow.com/PLTV/88888888/224/3221225839/index.m3u8
山西卫视,http://fjcm-2115.live.iptv.darwinchow.com/PLTV/88888888/224/3221225839/index.m3u8
江西卫视,http://fjcm-2117.live.iptv.darwinchow.com/PLTV/88888888/224/3221225834/index.m3u8
江西卫视,http://fjcm-2115.live.iptv.darwinchow.com/PLTV/88888888/224/3221225834/index.m3u8
江西卫视,http://fjcm-2116.live.iptv.darwinchow.com/PLTV/88888888/224/3221227209/index.m3u8
江西卫视,http://fjcm-2116.live.iptv.darwinchow.com/PLTV/88888888/224/3221225834/index.m3u8
江西卫视,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221225834/index.m3u8
湖北卫视,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221225840/index.m3u8
湖北卫视,http://fjcm-2116.live.iptv.darwinchow.com/PLTV/88888888/224/3221225840/index.m3u8
湖北卫视,http://fjcm-2115.live.iptv.darwinchow.com/PLTV/88888888/224/3221225840/index.m3u8
旅游卫视,http://fjcm-2116.live.iptv.darwinchow.com/PLTV/88888888/224/3221227216/index.m3u8
陕西卫视,http://fjcm-2115.live.iptv.darwinchow.com/PLTV/88888888/224/3221225850/index.m3u8
陕西卫视,http://fjcm-2117.live.iptv.darwinchow.com/PLTV/88888888/224/3221225850/index.m3u8
陕西卫视,http://fjcm-2116.live.iptv.darwinchow.com/PLTV/88888888/224/3221225850/index.m3u8
东南卫视,http://fjcm-2115.live.iptv.darwinchow.com/PLTV/88888888/224/3221227156/index.m3u8
东南卫视,http://fjcm-2117.live.iptv.darwinchow.com/PLTV/88888888/224/3221225833/index.m3u8
东南卫视,http://fjcm-2116.live.iptv.darwinchow.com/PLTV/88888888/224/3221225833/index.m3u8
吉林卫视,http://fjcm-2116.live.iptv.darwinchow.com/PLTV/88888888/224/3221225851/index.m3u8
吉林卫视,http://fjcm-2117.live.iptv.darwinchow.com/PLTV/88888888/224/3221225851/index.m3u8
辽宁卫视,http://fjcm-2117.live.iptv.darwinchow.com/PLTV/88888888/224/3221225832/index.m3u8
辽宁卫视,http://fjcm-2115.live.iptv.darwinchow.com/PLTV/88888888/224/3221225832/index.m3u8
辽宁卫视,http://fjcm-2116.live.iptv.darwinchow.com/PLTV/88888888/224/3221225832/index.m3u8
辽宁卫视,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221225832/index.m3u8
辽宁卫视,http://fjcm-2115.live.iptv.darwinchow.com/PLTV/88888888/224/3221227141/index.m3u8
内蒙古卫视,http://fjcm-2117.live.iptv.darwinchow.com/PLTV/88888888/224/3221225846/index.m3u8
内蒙古卫视,http://fjcm-2115.live.iptv.darwinchow.com/PLTV/88888888/224/3221225846/index.m3u8
内蒙古卫视,http://fjcm-2116.live.iptv.darwinchow.com/PLTV/88888888/224/3221225846/index.m3u8
内蒙古卫视,http://fjcm-2116.live.iptv.darwinchow.com/PLTV/88888888/224/3221227307/index.m3u8
湖南卫视,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221225827/index.m3u8
湖南卫视,http://fjcm-2115.live.iptv.darwinchow.com/PLTV/88888888/224/3221225827/index.m3u8
湖南卫视,http://fjcm-2116.live.iptv.darwinchow.com/PLTV/88888888/224/3221225827/index.m3u8
湖南卫视,http://fjcm-2117.live.iptv.darwinchow.com/PLTV/88888888/224/3221225827/index.m3u8
广东卫视,http://fjcm-2117.live.iptv.darwinchow.com/PLTV/88888888/224/3221225824/index.m3u8
广东卫视,http://fjcm-2116.live.iptv.darwinchow.com/PLTV/88888888/224/3221225824/index.m3u8
广东卫视,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221225824/index.m3u8
广东卫视,http://fjcm-2115.live.iptv.darwinchow.com/PLTV/88888888/224/3221227164/index.m3u8
河南卫视,http://fjcm-2115.live.iptv.darwinchow.com/PLTV/88888888/224/3221227095/index.m3u8
河南卫视,http://fjcm-2117.live.iptv.darwinchow.com/PLTV/88888888/224/3221225842/index.m3u8
河南卫视,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221225842/index.m3u8
河北卫视,http://fjcm-2115.live.iptv.darwinchow.com/PLTV/88888888/224/3221227063/index.m3u8
河北卫视,http://fjcm-2115.live.iptv.darwinchow.com/PLTV/88888888/224/3221225837/index.m3u8
宁夏卫视,http://fjcm-2116.live.iptv.darwinchow.com/PLTV/88888888/224/3221225849/index.m3u8
宁夏卫视,http://fjcm-2115.live.iptv.darwinchow.com/PLTV/88888888/224/3221225849/index.m3u8
甘肃卫视,http://fjcm-2116.live.iptv.darwinchow.com/PLTV/88888888/224/3221225845/index.m3u8
甘肃卫视,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221225845/index.m3u8
青海卫视,http://fjcm-2116.live.iptv.darwinchow.com/PLTV/88888888/224/3221225841/index.m3u8
青海卫视,http://fjcm-2116.live.iptv.darwinchow.com/PLTV/88888888/224/3221227119/index.m3u8
青海卫视,http://fjcm-2115.live.iptv.darwinchow.com/PLTV/88888888/224/3221225841/index.m3u8
青海卫视,http://fjcm-2117.live.iptv.darwinchow.com/PLTV/88888888/224/3221227119/index.m3u8
青海卫视,http://fjcm-2117.live.iptv.darwinchow.com/PLTV/88888888/224/3221225841/index.m3u8
新疆卫视,http://fjcm-2116.live.iptv.darwinchow.com/PLTV/88888888/224/3221227248/index.m3u8
新疆卫视,http://fjcm-2116.live.iptv.darwinchow.com/PLTV/88888888/224/3221225852/index.m3u8
新疆卫视,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221225852/index.m3u8
新疆卫视,http://fjcm-2115.live.iptv.darwinchow.com/PLTV/88888888/224/3221225852/index.m3u8
西藏卫视,http://fjcm-2117.live.iptv.darwinchow.com/PLTV/88888888/224/3221227217/index.m3u8
兵团卫视,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221227168/index.m3u8
嘉佳卡通,http://fjcm-2116.live.iptv.darwinchow.com/PLTV/88888888/224/3221227230/index.m3u8
CGTN,http://fjcm-2115.live.iptv.darwinchow.com/PLTV/88888888/224/3221225822/index.m3u8
CGTN,http://fjcm-2116.live.iptv.darwinchow.com/PLTV/88888888/224/3221225822/index.m3u8
古装剧场,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221227307/index.m3u8
2115_5862,http://fjcm-2115.live.iptv.darwinchow.com/PLTV/88888888/224/3221225862/index.m3u8
CGTN ESPANOL,http://fjcm-2116.live.iptv.darwinchow.com/PLTV/88888888/224/3221227238/index.m3u8
CGTN FRANCAIS,http://fjcm-2116.live.iptv.darwinchow.com/PLTV/88888888/224/3221227220/index.m3u8
CGTN 记录,http://fjcm-2115.live.iptv.darwinchow.com/PLTV/88888888/224/3221225813/index.m3u8
CGTN俄语,http://fjcm-2116.live.iptv.darwinchow.com/PLTV/88888888/224/3221227103/index.m3u8
CGTN记录,http://fjcm-2116.live.iptv.darwinchow.com/PLTV/88888888/224/3221225813/index.m3u8
CGTN阿拉伯,http://fjcm-2116.live.iptv.darwinchow.com/PLTV/88888888/224/3221227224/index.m3u8
UHD 4K,http://fjcm-2117.live.iptv.darwinchow.com/PLTV/88888888/224/3221226825/index.m3u8
三沙卫视,http://fjcm-2115.live.iptv.darwinchow.com/PLTV/88888888/224/3221227172/index.m3u8
三沙卫视,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221227172/index.m3u8
中华特产,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221227502/index.m3u8
中国功夫,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221227473/index.m3u8
中国天气,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221227210/index.m3u8
九画面,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221226866/index.m3u8
优优宝贝,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221227367/index.m3u8
优漫卡通,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221227339/index.m3u8
先锋乒羽,http://fjcm-2115.live.iptv.darwinchow.com/PLTV/88888888/224/3221226851/index.m3u8
先锋乒羽,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221226851/index.m3u8
军事评论,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221227452/index.m3u8
动作电影,http://fjcm-2115.live.iptv.darwinchow.com/PLTV/88888888/224/3221225879/index.m3u8
动作电影,http://fjcm-2116.live.iptv.darwinchow.com/PLTV/88888888/224/3221225879/index.m3u8
动作电影,http://fjcm-2117.live.iptv.darwinchow.com/PLTV/88888888/224/3221225879/index.m3u8
北京纪实科教,http://fjcm-2116.live.iptv.darwinchow.com/PLTV/88888888/224/3221225944/index.m3u8
卡酷少儿,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221227456/index.m3u8
吵吗辣婆,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221227311/index.m3u8
哈哈炫动,http://fjcm-2117.live.iptv.darwinchow.com/PLTV/88888888/224/3221227335/index.m3u8
哒啵赛事,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221227331/index.m3u8
央广购物,http://fjcm-2116.live.iptv.darwinchow.com/PLTV/88888888/224/3221227462/index.m3u8
央广购物,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221227319/index.m3u8
央广购物,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221227466/index.m3u8
家庭剧场,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221227457/index.m3u8
山东教育,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221227474/index.m3u8
工苏卫视,http://fjcm-2115.live.iptv.darwinchow.com/PLTV/88888888/224/3221227160/index.m3u8
广东卫视 4K,http://fjcm-2117.live.iptv.darwinchow.com/PLTV/88888888/224/3221227391/index.m3u8
康巴卫视,http://fjcm-2115.live.iptv.darwinchow.com/PLTV/88888888/224/3221225856/index.m3u8
康巴卫视,http://fjcm-2116.live.iptv.darwinchow.com/PLTV/88888888/224/3221225856/index.m3u8
康巴卫视,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221225856/index.m3u8
新动漫,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221227498/index.m3u8
海峡卫视,http://fjcm-2115.live.iptv.darwinchow.com/PLTV/88888888/224/3221227198/index.m3u8
海峡卫视,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221227198/index.m3u8
潮妈辣婆,http://fjcm-2116.live.iptv.darwinchow.com/PLTV/88888888/224/3221227311/index.m3u8
爱情剧场,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221227462/index.m3u8
生态环境,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221227494/index.m3u8
睛彩竞技,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221227047/index.m3u8
睛彩篮球,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221227158/index.m3u8
睛彩青少,http://fjcm-2116.live.iptv.darwinchow.com/PLTV/88888888/224/3221227314/index.m3u8
精品体育,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221227470/index.m3u8
精品大剧,http://fjcm-2116.live.iptv.darwinchow.com/PLTV/88888888/224/3221227315/index.m3u8
精品大剧,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221227315/index.m3u8
精品萌宠,http://fjcm-2116.live.iptv.darwinchow.com/PLTV/88888888/224/3221227183/index.m3u8
精品记录,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221227461/index.m3u8
茶频道,http://fjcm-2115.live.iptv.darwinchow.com/PLTV/88888888/224/3221226859/index.m3u8
茶频道,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221226859/index.m3u8
金牌综艺,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221227469/index.m3u8
金鹰纪实,http://fjcm-2116.live.iptv.darwinchow.com/PLTV/88888888/224/3221226937/index.m3u8
黑莓动画,http://fjcm-2116.live.iptv.darwinchow.com/PLTV/88888888/224/3221227303/index.m3u8
黑莓动画,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221227303/index.m3u8
黑莓电影,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221227448/index.m3u8

其他,#genre#
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv
香港卫视,rtmp://zhibo.hkstv.tv/livestream/mutfysrq
莲花卫视,http://live-hls.macaulotustv.com/lotustv/macaulotustv.m3u8
莲花卫视,http://live-hdl.macaulotustv.com/lotustv/macaulotustv.m3u8
星空卫视,http://vl15191373.imwork.net:8880/udp/239.93.0.156:2193


咪咕央视,#genre#
CCTV-01咪咕,http://ss.baihuan.online:35455/mgtv/608807420.m3u8
CCTV-02咪咕,http://ss.baihuan.online:35455/mgtv/631780532.m3u8
CCTV-03咪咕,http://ss.baihuan.online:35455/mgtv/624878271.m3u8
CCTV-04咪咕,http://ss.baihuan.online:35455/mgtv/631780421.m3u8
CCTV-05咪咕,http://ss.baihuan.online:35455/mgtv/641886683.m3u8
CCTV-5+咪咕,http://ss.baihuan.online:35455/mgtv/641886773.m3u8
CCTV-06咪咕,http://ss.baihuan.online:35455/mgtv/624878396.m3u8
CCTV-07咪咕,http://ss.baihuan.online:35455/mgtv/673168121.m3u8
CCTV-08咪咕,http://ss.baihuan.online:35455/mgtv/624878356.m3u8
CCTV-09咪咕,http://ss.baihuan.online:35455/mgtv/673168140.m3u8
CCTV-10咪咕,http://ss.baihuan.online:35455/mgtv/624878405.m3u8
CCTV-11咪咕,http://ss.baihuan.online:35455/mgtv/667987558.m3u8
CCTV-12咪咕,http://ss.baihuan.online:35455/mgtv/673168185.m3u8
CCTV-13咪咕,http://ss.baihuan.online:35455/mgtv/608807423.m3u8
CCTV-14咪咕,http://ss.baihuan.online:35455/mgtv/624878440.m3u8
CCTV-15咪咕,http://ss.baihuan.online:35455/mgtv/673168223.m3u8
CCTV-16咪咕,http://ss.baihuan.online:35455/nptv/cctv16.m3u8
CCTV-17咪咕,http://ss.baihuan.online:35455/mgtv/673168256.m3u8
CCTV-4k咪咕,http://ss.baihuan.online:35455/nptv/cctv4k.m3u8
CCTV-8k咪咕,http://ss.baihuan.online:35455/nptv/cctv8k.m3u8
cct4欧洲咪咕,http://ss.baihuan.online:35455/mgtv/608807419.m3u8
cct4美洲咪咕,http://ss.baihuan.online:35455/mgtv/608807416.m3u8
CETV-01咪咕,http://ss.baihuan.online:35455/mgtv/923287154.m3u8
CETV-02咪咕,http://ss.baihuan.online:35455/mgtv/923287211.m3u8
CETV-04咪咕,http://ss.baihuan.online:35455/mgtv/923287339.m3u8
动作电影咪咕,http://ss.baihuan.online:35455/mgtv/644368714.m3u8
家庭影院咪咕,http://ss.baihuan.online:35455/mgtv/644368373.m3u8
影迷电影咪咕,http://ss.baihuan.online:35455/mgtv/952383261.m3u8
东方卫视咪咕,http://ss.baihuan.online:35455/mgtv/651632648.m3u8
江西卫视咪咕,http://ss.baihuan.online:35455/mgtv/783847495.m3u8
湖北卫视咪咕,http://ss.baihuan.online:35455/mgtv/947472496.m3u8
陕西卫视咪咕,http://ss.baihuan.online:35455/mgtv/738910838.m3u8
直播体育咪咕,http://ss.baihuan.online:35455/mgtv/654102378.m3u8

央视,#genre#
CCTV1,video://https://m-live.cctvnews.cctv.com/live/landscape.html?liveRoomNumber=11200132825562653886&toc_style_id=feeds_only_back&share_to=copy_url&track_id=c3e89ea6-77d8-4230-89a3-a492aa16ee4c

CCTV1,video://https://www.dsk.cc/fjtv/ptxl.html?id=cctv1
CCTV1,video://https://www.dsk.cc/ahtv/hfxl.html?id=cctv1
CCTV1,video://http://www.dsk.cc/cctv/tjdx.php?id=cctv1
CCTV1,video://https://m.345iptv.com/iptv.php?act=play&token=b24c817c388835408e21ad28465d6bc1&tid=ys&id=1
CCTV2,video://https://m-live.cctvnews.cctv.com/live/landscape.html?liveRoomNumber=12030532124776958103&toc_style_id=feeds_only_back&share_to=copy_url&track_id=8ff44314-c7a7-4241-be6e-11a7b7224db4

CCTV2,video://http://www.dsk.cc/cctv/cctv2.html
CCTV4,video://https://m-live.cctvnews.cctv.com/live/landscape.html?liveRoomNumber=10620168294224708952&toc_style_id=feeds_only_back&share_to=copy_url&track_id=7f4e2027-e822-49f3-88b1-2ffe00919f92

CCTV6,video://http://www.dsk.cc/php/1905.php
CCTV6,video://https://m.1905.com/m/cctv6/gzh/?app
CCTV7,video://https://live.junhao.mil.cn/rmt9502/3e6e7c5477314ec38f5e58e2a5c70024.m3u8?txSecret=57978fafb9c19880afa5c8687e8241d8&txTime=7A42BAFF

CCTV13,video://http://www.dsk.cc/fjtv/ptxl.html?id=cctv13
CCTV13,video://http://www.dsk.cc/p/video.html?id=http://tencentplaygsm.gztv.com/live/jingsai.m3u8
CCTV13,video://http://www.dsk.cc/cctv/tjdx.php?id=cctv13
CCTV13,video://http://www.126zbw.com/cctv/cctv13.html

CCTV13,video://https://m-live.cctvnews.cctv.com/live/landscape.html?liveRoomNumber=16265686808730585228&toc_style_id=feeds_only_back&share_to=copy_url&track_id=ac0e1dc7-d2a2-403b-ad45-9ed44fe89895

CEC汉语文化,http://play.cec-tv.com.cn/channel/cec-tv2.m3u8
CEC汉语文化,rtmp://play.cec-tv.com.cn/channel/cec-tv2

中经电视,http://livepgc.chinamcache.com/pgc/ece75f76eaabce9f18d91588a90096cd.m3u8?auth_key=1688087053-0-0-23cbf908cc7d7529b5f3a0d862bbf503
中经电视,rtmp://livepgc.chinamcache.com/pgc/ece75f76eaabce9f18d91588a90096cd?auth_key=1688087053-0-0-a4620d3e3023a8b3827ad05fcd9e6364
第一剧场,video://http://www.dsk.cc/p/gdy.html?id=dyjc
重温经典,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_cwjd.flv


儿童频道,#genre#
卡酷少儿,http://www.dsk.cc/php/hnlt.php?id=kkse&m.m3u8
卡酷少儿,http://sh.lnott.top:880/dx92.m3u8
金鹰卡通,video://https://live.mgtv.com/?channelId=287
金鹰卡通,video://https://www.mgtv.com/live-new
哈哈炫动,video://https://live.kankanews.com/huikan?id=9
浙江少儿,video://https://www.cztv.com/liveTV/108
新疆少儿,video://https://www.xjtvs.com.cn/column/tv/434?channelId=23
优漫卡通,video://https://live.jstv.com/?channelId=543
南京少儿,https://nklive.nbs.cn/hls/e0981f3f-1a20-4a59-b8d1-17feb83a4610/index.m3u8
海南少儿,video://https://www.hnntv.cn/live.html?playType=livePlay&channelId=7
山东少儿,video://https://v.iqilu.com/live/sepd/
山东少儿,http://182.32.159.22:85/tsfile/live/1002_1.m3u8?key=txiptv
广东少儿,http://www.dsk.cc/gdtv/gdtv.php?id=gdse
嘉佳卡通,http://www.dsk.cc/gdtv/gdtv.php?id=jjkt
嘉佳卡通,http://www.dsk.cc/php/hnlt.php?id=jjkt&m.m3u8
黑龙江少儿,video://https://www.hljtv.com/live/folder422/
黑龙江少儿,https://idclive.hljtv.com:4430/live/hljse_hd.m3u8
江西少儿,http://www.dsk.cc/jxtv/jxtv.php?id=jxse
江西少儿,http://www.dsk.cc/jxtv/gy.php?id=jxtv6

河北少儿科教,video://https://www.hebtv.com/19/19js/st/xdszb/index.shtml?index=5
海南少儿,video://https://www.hnntv.cn/live.html?playType=livePlay&channelId=7
宁夏少儿,video://https://web.ningxiahuangheyun.com/app/nxtv-tv/nxse

卫视频道,#genre#
北京卫视,video://http://www.dsk.cc/bjtv/bjzb.php?id=bjws
东方卫视,http://www.dsk.cc/shtv/shtv2.php?id=dfws
天津卫视,http://www.dsk.cc/php/jzb.php?id=tjws
重庆卫视,video://http://www.dsk.cc/p/bfgd.html?id=cqws
黑龙江卫视,video://http://www.dsk.cc/p/video.html?id=https://idclive.hljtv.com:4430/live/hljws_own.m3u8
黑龙江卫视,http://www.dsk.cc/php/jzb.php?id=hljws
吉林卫视,https://lsfb.avap.jilintv.cn/zqvk7vpj/channel/0533b55e42354f4f802bdec78e26b571/1.m3u8
延边卫视,https://srs.iyb983.cn/video/CYS/index.m3u8
辽宁卫视,http://www.dsk.cc/php/bfgd.php?id=lnhd&m.m3u8
内蒙古蒙语卫视,http://play1-qk.nmtv.cn/live/1686560387346365.m3u8
内蒙古蒙语卫视,http://play1-qk.nmtv.cn/live/1686560387346365.flv
甘肃卫视,video://http://www.dsk.cc/gstv/gsxl.html?id=gsws&xl=1
甘肃卫视,video://http://www.dsk.cc/gstv/gszb.html?id=gsws
陕西卫视,video://http://www.dsk.cc/sxtv/sxxl.html?id=sxws
陕西卫视,video://http://www.dsk.cc/sxtv/sxtv.html?id=sxws
农林卫视,video://http://www.dsk.cc/sxtv/sxxl.html?id=nlws
农林卫视,video://http://www.dsk.cc/sxtv/sxtv.html?id=nlws
河北卫视,video://http://www.dsk.cc/hbtv/hbxl.html?id=hbws&t=hls
河北卫视,video://http://www.dsk.cc/hbtv/hbxl.html?id=hbws&t=flv
河北卫视,video://http://www.dsk.cc/hbtv/hbzb.html?id=hbws
山西卫视,video://http://www.dsk.cc/sxitv/sxxl.html?id=sxws
山西卫视,video://http://www.dsk.cc/sxitv/sxzb.html?id=sxws
河南卫视,video://http://www.dsk.cc/hntv/hnzb.html?id=hnws
湖南卫视,video://http://www.dsk.cc/p/gdy.html?id=hnws
浙江卫视,video://http://www.dsk.cc/zjtv/zsj.html?id=zjws&p=1080
浙江卫视,video://http://www.dsk.cc/zjtv/zsj.html?id=zjws&p=720
浙江卫视,video://http://www.dsk.cc/zjtv/zsj.html?id=zjws&p=480
东南卫视,video://http://www.dsk.cc/p/video.html?id=http://www.dsk.cc/php/jzb.php?id=dnws
东南卫视,video://http://www.dsk.cc/fjtv/fjxl.html?id=dnws
东南卫视,video://http://www.dsk.cc/fjtv/fjzb.html?id=dnws
海峡卫视,video://http://www.dsk.cc/fjtv/fjxl.html?id=hxws
海峡卫视,video://http://www.dsk.cc/fjtv/fjzb.html?id=hxws
广东卫视v,video://https://www.gdtv.cn/tvChannelDetail/43
广东卫视,video://http://www.dsk.cc/p/tc.html?id=http://my.tmos.cn:15181/chs006.m3u8
深圳卫视,video://http://www.dsk.cc/gdtv/sztv.html?id=szws
深圳卫视,video://http://www.dsk.cc/gdtv/szzb.html?id=szws
大湾区卫视,video://https://www.gdtv.cn/tvChannelDetail/51
大湾区卫视,video://http://www.dsk.cc/p/video.html?id=http://ali.hlspull.yximgs.com/live/b027460e580a463cb7e44eebexcvhnddggdfsdg.flv
大湾区卫视(海外版),video://https://www.gdtv.cn/tvChannelDetail/46
广西卫视,video://https://tv.gxtv.cn/channel/channelivePlay_e7a7ab7df9fe11e88bcfe41f13b60c62.html
贵州卫视,video://http://www.dsk.cc/gztv/gzxl.html?id=gzws
贵州卫视,video://http://www.dsk.cc/gztv/gzxl2.html?id=gzws
四川卫视,video://http://www.dsk.cc/sctv/sctv.php?id=scws
康巴卫视,video://http://www.dsk.cc/sctv/sctv.php?id=kbws
康巴卫视,video://http://www.dsk.cc/ws/kbxl.html
兵团卫视,video://http://www.dsk.cc/p/video.html?id=http://liveout.btzx.com.cn/62ds9e/yil08g.m3u8
西藏卫视,video://http://www.dsk.cc/xztv/xzxl.html?id=xzws
西藏藏语卫视,video://http://www.dsk.cc/xztv/xzxl.html?id=xzzyws
海南卫视,video://http://www.dsk.cc/hintv/hnxl.html?id=hnws
海南卫视,video://http://www.dsk.cc/hintv/hnzb.html?id=hnws
三沙卫视,video://http://www.dsk.cc/hintv/hnxl.html?id=ssws
